Museum	CatalogNumber	Subspecies	Piaggio	Sex	TotalLength	TailLength	HdftLength	EarLength	Weight	Basal	Condylo-basal	GrtstLength	NasalLength	NasalWidth	IncisiveForamen	ZygomaticWidth	MastoidWidth	InterorbitalBreadth	MaxillaryDiastema	PalatalLength	PalatalWidth	PostpalatalLength	InterpterygoidFossa 	AuditalTubeLength	AuditalTubeWidth	AlveolarLngSprChkth	Distb/wInfraorbitalFor	WidthAngularProcess	MandibleLength	MandibularDiastema	AlveolarLgthLwrChkth
MVZ	119236	rufa	olympica	FE	339	NA	NA	NA	NA	63.2	67.28	69.99	24.61	11.58	6.83	53.27	50.6	10.27	19.37	44.79	5.118	18.2	4.32	22.68	10.39	18.27	15.93	22.69	49.01	11.39	18.06
MVZ	119240	rufa	olympica	FE	347	NA	NA	NA	NA	61.7	66.12	70.46	25.43	10.28	8.1	52.82	52.38	10.27	18.18	43.47	5.14	17.83	4.67	22.08	9.5	18.38	16.6	21.58	47.69	10.94	18.19
PSM	5565	pacifica	pacifica	FE	377.9	NA	NA	NA	NA	64.79	61	68.43	22.64	9.4	6.72	49.27	47.84	10.14	19.71	44.19	3.2	16.77	4.92	22.23	9.5	19.03	15.17	21.55	43.03	11.69	16.41
PSM	13421	pacifica	pacifica	FE	253.7	NA	NA	NA	NA	67.46	63.07	70.59	22.5	10.76	6.9	52.17	48.53	10.32	20.88	45.09	5.98	18	4.88	21.3	9.29	18.48	15.86	21.29	46.6	12.68	16.47
PSM	13423	pacifica	pacifica	FE	255.8	NA	NA	NA	NA	63.17	59.17	66.01	23.13	9.67	7.47	47.51	43.2	10.29	19.79	41.27	4.53	17.86	4.88	19.61	9.17	17.86	15.32	20.41	42.21	11.37	16.18
PSM	13426	pacifica	pacifica	FE	256.4	NA	NA	NA	NA	63.53	59.74	67.15	23.43	9.51	6.87	49.62	45.36	10.07	19.55	42.33	5.07	17.36	4.54	20.33	9.24	18.49	16.48	20.52	42.48	11.03	16.74
PSM	13427	pacifica	pacifica	FE	241.2	NA	NA	NA	NA	65	60.36	67.88	21.91	11.07	6.46	53.42	50.18	10.59	20.41	43.36	5.29	16.92	4.92	22.14	9.87	17.53	15.62	22.19	44.87	11.83	17.01
PSM	13430	pacifica	pacifica	FE	243.1	NA	NA	NA	NA	68.55	64.18	71.82	23.89	12.15	6.51	54.34	50.82	10.01	21.71	45.54	5.08	18.57	4.92	23.19	10.08	17.83	15.6	21	45.84	12.17	17.19
PSM	13739	pacifica	pacifica	FE	242.1	NA	NA	NA	NA	67.86	63.61	69.96	24.37	10.58	6.4	55.42	51.11	12.38	20.53	45.54	5.54	17.89	5.15	21.7	9.78	18.05	16.31	21.09	46.33	12.85	17.33
PSM	13784	pacifica	pacifica	FE	258.8	NA	NA	NA	NA	65.84	62.08	68.94	24.55	9.7	7.19	50.55	47.92	11.66	19.61	43.58	5.3	18.85	4.79	21.11	9.48	19.53	16.65	21.75	46.24	11.9	16.96
PSM	14656	pacifica	pacifica	FE	314.5	NA	NA	NA	NA	64.26	61	66.43	23.21	10.86	5.24	51.84	49.98	11.28	18.73	43.15	5.59	17.8	5.31	20.25	10.24	18.08	15.32	20.56	44.03	11.71	17.28
PSM	14661	pacifica	pacifica	FE	319.5	NA	NA	NA	NA	66.54	61.91	69.55	24.66	10.46	6.66	49.71	48.76	12.16	20.39	44.28	5.66	17.46	5.09	22.94	10.19	17.53	16.05	20.9	45.89	11.55	17.08
PSM	15171	pacifica	pacifica	FE	272.5	NA	NA	NA	NA	66.55	62.89	70.13	24.62	10.49	7.2	49.96	46.7	11.92	20.25	44.17	4.35	18.81	4.37	21.58	9.07	17.96	15.51	20.27	43.76	11.09	16.58
PSM	15245	pacifica	pacifica	FE	272.6	NA	NA	NA	NA	60.84	56.68	63.78	22.04	9.23	6.34	44.98	42.09	11.82	18.14	40.45	4.81	16.39	4.98	19.16	10.18	17.49	15.28	19.64	40.92	10.8	16
PSM	15303	pacifica	pacifica	FE	248.1	NA	NA	NA	NA	64.45	60.46	67.36	22.19	11.3	6.72	51.11	49.86	10.45	19.83	42.36	5	17.99	4.92	20.65	8.82	16.8	15.02	20.79	44.74	12.15	15.64
PSM	15308	pacifica	pacifica	FE	244.5	NA	NA	NA	NA	69.78	64.6	72.62	24.09	11.55	6.97	53.4	50.42	12.13	20.32	46.35	5.07	18.24	5.48	22.45	9.9	19.3	15.95	21.97	45.89	11.43	17.67
PSM	2722	rufa	olympica	FE	NA	NA	NA	NA	NA	68.89	65.57	72.67	26.77	12.56	7.46	56.45	52.96	9.28	21.02	46.84	6.21	18.89	5.12	23.71	9.13	19.01	17.36	23.49	47.6	12.76	18.63
PSM	5568	rufa	rufa	FE	291.5	NA	NA	NA	NA	72.81	68.32	75.93	26.19	12.88	8.06	59.04	54.77	9.21	21.8	46.97	5.88	21.3	5.05	24.13	10.35	18.68	17.33	22.94	47.97	13.42	18.2
PSM	5572	rufa	olympica	FE	NA	NA	NA	NA	NA	68.99	64.27	72.25	24.88	11.73	7.47	55.02	54.21	9.63	21.36	45.2	5.82	19.04	4.35	23.52	9.54	18.43	16.82	22.79	47.41	12.77	17.17
PSM	10847	rufa	olympica	FE	213.3	NA	NA	NA	NA	68.74	64.74	72.36	26.8	11.86	7.82	54.32	52.02	10.75	21.31	45.51	5.43	19.21	5.25	22.55	9.06	19.04	17.29	22.45	46.93	11.9	18.63
PSM	14571	rufa	olympica	FE	NA	NA	NA	NA	NA	66.69	62.64	69.32	25.69	11.72	6.74	54.4	50.26	11.14	20.79	44.04	5.73	18.89	4.71	22.34	10.23	17.77	16.08	22.66	46.04	12.74	16.81
PSM	28292	rufa	olympica	FE	134	NA	NA	NA	NA	63.53	58.82	66.48	22.36	10.46	5.51	46.4	45.15	12.21	18.17	41.95	5.87	17.03	4.97	20.56	9.03	18.13	15.75	19.75	42.7	11.26	16.08
USNM	67851	californica	californica	FE	350	40	NA	NA	NA	65.14	69.54	73.63	27.07	12.16	7.39	56.9	51.28	11.49	18.7	45.37	6.11	19.17	5.68	22.74	9.75	18.51	17.2	24.8	51.36	12.41	17.5
USNM	67852	californica	californica	FE	340	40	64	NA	NA	67.31	72.32	75.79	27.96	12.07	8.13	56.57	52.4	11.27	19.51	67.4	6.01	19.74	5.62	22.9	11.26	17.47	17.35	21.31	47.13	11.98	17.2
USNM	67854	californica	californica	FE	340	38	61	NA	NA	67.34	72.14	76	27.73	11.52	8.21	56.14	51.75	10.99	19.58	46.83	6.06	20.47	5.21	22.31	10.55	17.93	17.32	23.56	52.06	12.61	18.06
USNM	67857	californica	californica	FE	351	46	61	NA	NA	65.79	69.96	75.42	26.12	12.54	7.37	58.08	52.72	12.13	18.27	45.92	5.75	20.06	4.75	23.6	9.3	17.57	17.71	24.32	50.23	12.05	17.77
USNM	88343	californica	californica	FE	359	33	60	NA	NA	68.12	72.93	78.38	26.51	13.54	8.09	58.94	55.86	9.88	20.41	47.19	5.63	20.47	5.41	24.05	10.14	19.01	18.26	NA	53.15	12.78	19.7
USNM	88344	californica	californica	FE	352	32	64	NA	NA	68.39	73.51	78.73	29.02	13.4	9.79	58.44	55.17	10.32	19.7	47.47	5.83	21.1	5.48	23.3	10.93	18.25	18.62	24.94	53.14	12.94	18.33
USNM	95125	californica	californica	FE	358	28	60	NA	NA	66.48	71.24	76.42	27.53	12.07	8.5	56.75	53.16	9.81	21.04	46.32	7.23	19.73	5.63	23.54	9.06	18.24	17.93	24.66	52.35	13.86	17.46
USNM	95679	californica	californica	FE	346	33	66	NA	NA	65.45	70.38	74.19	27.37	11.38	8.55	56.63	51.43	9.28	19.45	45.21	6.33	19.97	5.82	22.78	9.16	17.63	17.81	23.12	50.74	12.86	18.15
USNM	98116	californica	californica	FE	330	33	62	NA	NA	63.65	68.71	72.08	23.82	10.07	7.77	54.35	51.18	12.25	17.96	43.94	5.73	19.71	4.88	22.13	14.42	17.16	17.91	23.96	50.16	12.25	17.46
USNM	110242	californica	californica	FE	365	32	64	NA	NA	68.09	71.91	75.87	28.75	11.9	7.7	56.27	53.37	10.08	19.9	48.06	6.27	19.92	4.56	22.72	9.94	18.45	17.32	23.74	52.67	12.87	17.94
USNM	110243	californica	californica	FE	355	31	60	NA	NA	67.62	71.95	74.54	27.22	10.47	7.45	55.63	54.03	9.2	20	47.69	6.39	19.45	5.55	22.96	8.68	17.47	15.86	23.36	52	13.14	17.59
USNM	192614	californica	californica	FE	NA	NA	NA	NA	NA	66.19	70.53	75.78	27.8	11.52	8.02	55.61	53.26	10.7	20.56	46.77	5.58	19.04	4.78	23.51	9.53	23.81	NA	24.91	51.73	13.72	17.66
USNM	192619	californica	californica	FE	NA	NA	NA	NA	NA	67.57	73.08	78.52	26.57	11.88	8.87	60.55	57.94	10.72	19.89	47.36	5.48	20.02	5.38	25.08	9.78	18.27	18.22	24.79	53.52	13.72	18.16
USNM	192620	californica	californica	FE	NA	NA	NA	NA	NA	68.16	72.86	77.23	26.67	11.85	8.21	56.45	53.66	10.37	19.92	47.86	5.63	20.12	4.63	23.03	10.21	18.6	18.78	24.88	53.66	12.91	18.59
USNM	192621	californica	californica	FE	NA	NA	NA	NA	NA	66.37	71.03	74.5	26.69	11.86	7.36	54.18	51.82	10.1	19.75	46.68	4.96	19.32	5.26	22.27	9.32	17.69	17.16	22.88	50.42	12.19	18
USNM	192628	californica	californica	FE	NA	NA	NA	NA	NA	66.3	71.26	76.57	26.32	12.27	8.06	57.81	54.72	11.29	19.67	46.46	6.16	19.71	5.92	24.59	12.05	17.72	17.46	24.45	51.79	13.58	17.84
USNM	223558	californica	californica	FE	375	21	62	11	NA	65.89	69.92	74.21	25.91	11.1	8.4	57.09	52.74	11.19	19.73	47.22	5.28	18.45	5.14	23.87	9.47	17.82	16.11	24.56	52.45	13.41	18.41
USNM	226869	californica	californica	FE	NA	NA	NA	NA	NA	65.36	70.46	75.24	26.31	12.11	8.29	57.5	51.21	10.18	19.84	45.98	6.73	19.41	5.12	23.53	10.63	17.25	18.39	24.79	52.6	13.99	17.53
USNM	98475	humboldtiana	coastal	FE	348	45	57	NA	NA	63.87	68.39	71.66	26.26	11.51	7.61	53.51	52.4	10.81	18.25	44.81	4.96	18.85	5.59	21.44	10.24	17.73	16.74	22.58	47.35	10.68	17.88
USNM	22203	pacifica	pacifica	FE	NA	NA	NA	NA	NA	61.12	65.14	66.58	23.02	10.24	6.75	50.34	49.47	9.78	18.44	42.37	5.69	18.62	4.28	19.78	10.57	15.39	15.13	20.84	47.68	11.87	15.69
USNM	69771	pacifica	pacifica	FE	315	21	49	NA	NA	62.65	66.61	70.77	25.74	10.68	7.11	55.71	49.08	9.35	19.06	44.89	4.61	17.25	4.15	22.07	11.75	16.48	16.93	23.89	48.04	11.71	16.44
USNM	76732	pacifica	pacifica	FE	296	23	48	NA	NA	58.84	62.5	66.22	23.02	9.51	7.04	47.88	47.43	12	17.86	41.63	3.81	17.5	4.76	20.95	9.68	17.1	16.17	21.61	44.22	10.68	16.92
USNM	76733	pacifica	pacifica	FE	297	22	48	NA	NA	59.51	63.27	66.21	23.29	9.79	7.54	47.41	44.74	11.2	18	40.83	4.28	18.24	4.64	19.12	11.54	17.12	16.04	21.76	44.27	10.38	16.78
USNM	76734	pacifica	pacifica	FE	296	27	50	NA	NA	59.77	63.85	67.71	24.53	10.07	5.96	49.77	47.68	10.09	18.07	41.73	4.2	17.71	4.48	19.8	12.24	16.64	16.06	21.29	44.97	11.62	16.02
USNM	77371	pacifica	pacifica	FE	300	22	49	NA	NA	62.54	67.02	70.28	23.46	9.8	7.7	50.42	49.36	9.74	20.18	44.86	4.01	17.47	4.84	22.48	9.37	17.15	15.56	22.15	47.26	11.79	17.02
USNM	77372	pacifica	pacifica	FE	304	22	48	NA	NA	62.08	66.03	69.53	24.96	9.46	6.86	48.45	47.78	8.74	18.52	44.13	3.24	17.47	4.69	20.98	9.16	17.64	15.79	20.86	46.06	11.26	16.86
USNM	134889	phaea	coastal	FE	339	33	54	NA	NA	62.11	65.56	68.29	17.23	10.36	6.89	53.39	50.5	9.81	17.96	43.46	4.92	18.51	4.92	21.49	11.54	18.36	15.83	22.56	48.46	10.46	18.52
USNM	192632	phaea	coastal	FE	NA	NA	NA	NA	NA	63.01	66.86	68.43	22.61	10.84	6.56	54.15	50.65	10.44	18.58	44.35	5.85	18.45	4.32	NA	9.53	17.94	15.65	22.41	48.44	12.26	17.72
USNM	42639	rainieri	olympica	FE	395	39	65	NA	NA	68.51	72.99	74.82	28.44	12.02	7.61	57.36	55.78	9.48	20.04	47.31	6.25	21.02	5.62	22.72	9.89	19.08	18.22	23.56	54.23	11.89	18.36
USNM	90143	rainieri	olympica	FE	375	32	62	NA	NA	68.3	72.59	75.34	27.09	11.63	7.38	55.25	53.41	12.45	21.53	47.95	6.41	20.52	5.77	22.58	9.14	17.6	17.04	24.06	50.82	14.01	17.61
USNM	90145	rainieri	olympica	FE	365	32	62	NA	NA	68.15	72.35	75.05	27.11	12.53	8.83	60.05	54.53	12.13	20.2	48.8	5.83	19.36	5.33	22.99	10.18	18.25	17.78	24.51	52.22	12.73	18.16
USNM	227209	rainieri	olympica	FE	337	34	58	NA	NA	68.3	73.09	74.05	25.21	11.76	7.25	55.4	50.71	11.23	20.1	48.39	5.34	19.2	4.9	22.64	8.65	18.69	17.91	23.75	50.64	11.8	18.42
USNM	230114	rainieri	olympica	FE	355	NA	60	NA	NA	65.65	69.24	73.59	27.46	11.13	7.7	56.07	50.8	10.49	19.25	46.16	6.39	19.23	5.46	22.62	9.98	17.44	17.17	22.93	49.71	12.08	16.98
USNM	230656	rainieri	olympica	FE	365	NA	60	NA	NA	67.95	72.09	76.71	26.62	11.41	7.87	56.99	55	10.44	20.05	48.03	6.46	19.72	4.88	23.4	9.94	18.72	17.05	25.07	52.16	12.79	18.39
USNM	230662	rainieri	olympica	FE	335	NA	56	NA	NA	65.9	70.23	73.4	26.28	12.27	7.4	56.33	52.51	10.57	20.14	46.97	6.72	18.76	5.57	23.44	10.35	18.15	18.83	23.89	51.73	13.26	18.03
USNM	232739	rainieri	olympica	FE	355	45	60	NA	NA	68.27	72.94	74.86	24.75	11.68	7.76	56.33	56.05	11.35	20.23	48.55	5.39	19.1	5.63	23.2	14.93	18.33	16.74	24.13	51.63	12.13	18.33
USNM	233209	rainieri	olympica	FE	360	30	65	NA	NA	67.44	72.06	73.24	27.34	11.7	7.9	60.05	57.78	10.77	20.24	46.85	6.92	19.65	5.09	NA	10.38	18.13	19.3	24.75	51.16	13.13	17.82
USNM	233614	rainieri	olympica	FE	365	35	58	NA	NA	66.9	71.36	74.38	26.88	11.98	7.57	56.44	50.55	12.45	19.74	46.86	6.77	19.31	5.88	23.02	9.93	17.54	15.32	22.95	48.72	11.93	17.39
USNM	234956	rainieri	olympica	FE	358	30	60	NA	NA	66.82	71.79	74.14	28.89	10.94	7.97	56.78	51.86	10.8	21.01	47.08	6.47	19.71	6.04	21.98	12.9	18.46	16.48	22.57	51.08	13.51	17.81
USNM	235292	rainieri	olympica	FE	357	NA	59	NA	NA	69.5	73.56	76.64	29.85	11.93	7.46	58.51	54.24	10.07	20.72	48.33	5.99	21.3	5.81	22.62	10.1	18.6	17.02	22.54	53.21	12.78	18.53
USNM	235293	rainieri	olympica	FE	NA	NA	NA	NA	NA	72.17	77.32	81	28.96	12.13	8.58	60.1	56.72	9.58	21.96	50.77	6.39	21.15	4.76	23.1	9.67	19.74	17.47	24.28	53.06	11.84	19.37
USNM	235294	rainieri	olympica	FE	321	NA	56	NA	NA	69.06	73.76	74.86	27.62	11.05	8.77	57.29	53.16	7.48	20.93	47.89	5.59	20.84	5.62	23.83	9.33	18.01	16.2	22.68	51.31	13.36	18.16
USNM	23993	rufa	rufa	FE	350	51	59	NA	NA	64.3	69.15	70.11	25.08	11.12	6.74	51.25	48.22	10.45	19.31	44.87	5.13	18.58	5.74	21.21	10.13	17.7	15.56	20.48	47.22	11.89	17.67
USNM	90743	rufa	rufa	FE	330	40	57	NA	NA	61.22	66.06	68.1	21.43	11.58	7.31	56.19	51.75	9.11	17.84	42.22	5.09	18.33	4.74	22.04	9.84	16.93	15.51	22.25	46.54	10.68	16.86
USNM	95492	rufa	rufa	FE	340	32	56	NA	NA	62.48	67.25	69.45	24.63	11.03	7.03	52.07	49.35	10.76	17.47	42.73	3.87	19.63	5.03	21.11	9.96	16.65	15.52	23.49	47.76	11.33	16.23
USNM	98609	rufa	rufa	FE	345	24	60	NA	NA	64.87	69.08	70.14	23.5	11.75	7.57	55.22	54.58	10.24	NA	44.87	5.41	20.06	5.3	23.13	10.3	16.48	17.94	23.16	48.79	13.07	17.13
USNM	98610	rufa	rufa	FE	370	29	60	NA	NA	65.69	68.59	72.27	26.22	11.49	6.97	57.65	56.78	9.11	19.39	45.18	5.61	20.38	4.92	23.57	9.68	16.91	16.15	24.9	49.9	12.5	16.72
USNM	98728	rufa	rufa	FE	360	24	60	NA	NA	65.58	69.35	71.82	25.65	11.78	NA	59.48	57.63	10.44	19.51	44.68	5.46	21.03	4.74	23.89	10	17.33	16.69	25.89	50.43	12.44	17.25
USNM	166987	rufa	rufa	FE	353	29	55	NA	NA	61.92	66.72	69.46	25.02	10.79	6.22	50.74	49.51	10.31	18.32	43.73	4.47	18.38	4.8	NA	9.81	16.9	15.84	22.84	47.61	12.18	17.28
USNM	166991	rufa	rufa	FE	340	26	54	NA	NA	59.3	63.68	68.29	23.27	10.96	6.86	50.23	49.18	10.75	17.17	41.71	4.34	17.36	5.34	21.29	10.01	16.48	15.47	20.42	45.64	10.67	15.93
USNM	56307	rufa	rufa	FE	333	NA	52	NA	NA	66.42	70.54	72.4	25.45	11.97	7.63	53.27	54.71	8.96	20.17	45.44	5.41	20.64	5.11	23.54	10.83	17.94	16.7	23.98	48.9	12.01	17.83
USNM	56732	rufa	rufa	FE	335	29	57	NA	NA	64.81	69.38	71.67	24.56	11.74	6.17	54.38	53.55	8.88	19.57	45.17	4.9	19.49	4.86	23.73	10.44	17.51	17.18	22.48	48.96	11.79	17.55
USNM	56733	rufa	rufa	FE	316	28	57	NA	NA	62.66	66.8	68.33	22.75	12.23	6.61	52.06	50.63	10.81	17.67	41.9	4.72	20.48	4.37	20.53	9.56	17.14	16.17	21	45.95	10.68	17.17
USNM	56734	rufa	rufa	FE	320	32	57	NA	NA	63.5	68.34	70.1	23.65	10.71	7.1	51.31	53.24	9.2	18.69	44.4	5.36	18.94	5.08	22.44	8.91	17.5	16.78	22.56	47.68	10.66	17.49
USNM	80219	rufa	rufa	FE	330	34	55	NA	NA	65	69.96	72.79	27.1	11.73	8.6	56.65	54.47	11.18	20.13	45.95	6.33	19.11	5.86	23.33	10.43	18.24	17.28	23.16	47.99	12.61	18.24
USNM	80678	rufa	rufa	FE	360	43	58	NA	NA	65.66	70.42	73.56	23.9	11.62	8.01	58.54	56.52	8.92	20.02	45.38	6.02	20.19	4.6	24.28	10.43	16.99	15.07	25.71	50.93	12.79	16.76
USNM	87045	rufa	rufa	FE	323	21	50	NA	NA	66.76	71.42	73.39	25.48	13.09	6.93	57.68	55.07	10.72	19.93	45.8	5.76	20.16	NA	NA	11.03	17.81	17.03	23.51	49.02	11.41	17.21
USNM	204889	rufa	rufa	FE	360	27	55	NA	NA	64.11	69.14	72.54	24.33	11.09	8.31	55.77	54.98	10.43	20.12	45.37	5.59	18.22	5.33	24.03	10.75	16.66	17.2	24.43	49.29	12.28	16.49
USNM	223095	rufa	rufa	FE	352	21	56	NA	NA	63.85	68.73	73.07	22.75	11.43	6.79	53.67	52.24	9.87	18.31	44.57	4.64	18.76	6.07	21.85	9.71	17.65	15.4	21.86	48.27	10.54	16.91
USNM	41375	rufa	olympica	FE	368	38	59	NA	NA	69.16	73.25	74.37	25.26	12.77	7.59	57.2	54.34	10.43	19.66	48.11	6.34	19.82	5.89	24.15	10.38	17.81	17.71	23.95	51.38	12.21	17.54
USNM	42787	rufa	olympica	FE	328	38	58	NA	NA	62.4	66.37	69.3	24.74	11.03	6.49	53.19	48.3	11.77	18	43.77	5.05	18.3	5.34	22.37	9.97	18.53	17.02	21.66	47.84	10.31	18.32
USNM	42788	rufa	olympica	FE	350	33	58	NA	NA	65.37	69.39	71.77	25.26	11.07	7.06	55.2	50.9	11.69	19.27	45.65	4.38	19.55	4.4	NA	10.5	18.38	16.88	22.14	49.67	11.33	18.73
USNM	66225	rufa	olympica	FE	340	30	51	NA	NA	63.33	67.81	70.97	23.04	10.57	6.39	53.52	52.13	11.41	19.38	44.69	5.36	18.47	5.48	22.29	9.09	17.07	16.84	21.91	47.79	11.83	16.53
USNM	66226	rufa	olympica	FE	350	33	56	NA	NA	63.11	67.71	70.24	24.78	12.45	6.13	54.69	52.47	9.56	19.59	43.73	5.95	19.63	5.51	23.34	9.65	16.57	17.36	23.22	48.52	12.22	16.54
USNM	66228	rufa	olympica	FE	360	29	55	NA	NA	65.78	70.08	73.48	23.86	12.35	7.02	55.44	54.22	9.5	19.14	46.76	NA	18.71	4.92	23.56	9.98	17.99	18.44	24.31	50.02	11.28	17.79
USNM	67615	rufa	olympica	FE	337	54	27	NA	NA	63.75	68.65	70.71	25.71	11.24	7.3	56.57	53.85	9.46	18.79	45.3	5.29	18.39	4.85	23.63	9.64	18.16	16.83	23.13	49.5	11.58	17.75
USNM	89084	rufa	olympica	FE	320	28	51	NA	NA	65.45	68	72.3	27.53	11.2	7.31	54.83	53.47	8.62	19.12	NA	5.89	20.43	5.43	23.12	9.77	18.64	17.9	23.1	50	11.02	18.64
USNM	89545	rufa	olympica	FE	340	30	54	NA	NA	65.38	69.34	71.38	25.3	11.7	7.22	NA	NA	8.45	19.59	45.8	5.07	19.16	5.54	23.91	9.8	17.57	17.1	22.11	49.08	11.79	17.69
USNM	89550	rufa	olympica	FE	351	34	53	NA	NA	66.46	70.03	71.5	25.32	12.58	7.1	55.41	54.91	9.56	20.53	47.11	5.87	18.9	5.62	24.75	9.59	18.2	17.38	23.33	49.91	12.55	17.06
USNM	171180	rufa	olympica	FE	345	35	55	NA	NA	64.76	69.19	71.4	25.68	9.95	6.24	53.96	52.44	10.48	19.09	45.91	5.52	18.34	4.56	22.27	9.37	17.77	17.13	22.63	48.91	12.87	17.58
USNM	227210	rufa	olympica	FE	320	25	55	NA	NA	60.79	65.17	69.2	26.37	12.05	8.55	54.54	50.45	10.42	18.78	43.05	5.6	17.59	5.24	22.48	9.91	17.46	18.17	23.01	48.98	12.57	17.49
USNM	228731	rufa	olympica	FE	320	25	50	NA	NA	62.84	66.72	70.74	27.37	12.18	6.33	54.43	51.38	9.77	18.95	44.05	5.51	18.72	5.17	22.58	10.26	16.86	16.23	22.26	48.1	11.77	16.41
USNM	230118	rufa	olympica	FE	317	NA	54	NA	NA	62.85	66.3	72.35	24.8	11.29	6.67	55.32	51.36	10.55	18.64	44.94	5.55	17.78	5.09	23.25	9.71	17.74	15.64	22.68	47.96	11.86	17.44
USNM	230660	rufa	olympica	FE	NA	NA	NA	NA	NA	68.29	73.75	75.03	27.88	12.39	6.13	NA	54.79	11.38	19.93	49.22	5.92	18.82	4.54	23.87	9.96	18.88	17.99	25.7	52.3	12.86	18.17
USNM	241957	rufa	olympica	FE	332	NA	54	NA	NA	65.99	70.76	71.48	24.46	10.9	7.37	50.77	48.41	10.69	NA	46.17	6.21	19.7	4.84	21.31	9.9	17.24	16.68	21.95	48.38	12.05	17.54
USNM	241958	rufa	olympica	FE	327	NA	55	NA	NA	62.86	66.96	69.48	22.29	11.02	7.13	50.81	50.75	10.06	19.6	44.14	NA	18.23	5.2	22.71	9.71	16.45	15.95	21.53	46.28	11.3	16.23
USNM	249612	rufa	olympica	FE	NA	NA	NA	NA	NA	66.35	70.88	71.44	24.51	11.91	7.66	54.59	51.12	11.53	19.85	46.2	6.23	20.08	4.32	22.25	10.29	18.08	16.96	22.29	49.66	12.71	17.55
USNM	275805	rufa	olympica	FE	350	42	59	26	1027g	65.7	70.2	71.73	24.17	11.38	7.27	54.07	53.48	8.91	19.9	45.92	5.46	19.36	5.55	22.27	10.43	18.68	16.11	22.37	49.36	12.52	18.06
USNM	288788	rufa	olympica	FE	327	34	59	22	NA	64.61	69.37	70.85	25.5	12.23	6.76	52.52	51.85	9.85	19.92	45.44	5.3	19.14	4.88	23.38	9.18	17.22	17.13	20.65	47.86	12.64	17.04
USNM	289482	rufa	olympica	FE	290.2	24	51	19	NA	63.18	67.64	70.83	26.38	11.73	5.95	51.34	48.73	11.58	18.37	43.97	5.07	19.33	5.96	22.44	9.84	17.13	17.01	22.14	48.08	11.38	16.77
USNM	289485	rufa	olympica	FE	298	24	54	19	NA	65.95	70.37	72.66	26.38	12.31	6.5	53.54	51.21	10.24	19.53	46.06	5.9	19.88	5.22	23.39	9.94	17.85	16.37	22.98	49.52	12.41	17.63
USNM	289487	rufa	olympica	FE	304	27	51	20	NA	61.69	65.92	69.5	25.3	11.43	6.32	51.43	49.43	9.81	19.57	43.96	5.98	17.64	4.7	21.64	9.4	16.32	16.27	21.45	47.14	12.53	16.19
USNM	289489	rufa	olympica	FE	307	25	53	19	NA	64.72	69.29	71.62	26.68	12.18	7.58	53.04	53.55	8.72	18.97	45.98	4.9	18.12	5.43	23.68	9.47	17.52	16.88	21.71	49.75	11.61	17.85
USNM	395139	rufa	olympica	FE	NA	NA	NA	NA	NA	65.43	69.82	72.17	25.09	11.71	7.21	54.62	53.6	9.54	19.89	46.15	6.56	19.35	4.97	23.93	9.43	17	16.3	22.38	49.63	12.55	17.63
USNM	506223	rufa	olympica	FE	NA	NA	NA	NA	NA	64.03	68.53	71.34	26.02	11.4	5.82	NA	50.96	10.31	18.46	44.78	4.87	18.96	5.06	22.44	10.47	18.23	16.28	24.02	49.03	11.27	18.13
UWBM	12291	rufa	olympica	FE	NA	NA	NA	NA	NA	70.84	66.5	74.28	25.91	12.11	7.11	57.27	52.08	11.33	20.56	47.09	5.26	19.56	5.12	22.64	9.51	20.42	16.35	20.81	49.53	12.2	20.15
UWBM	15204	rufa	olympica	FE	296	NA	NA	NA	NA	70.52	66.11	73.78	26.73	11.08	7.12	53.69	50.62	11.02	20.85	46.87	5.31	19.44	4.87	22.87	10.28	19.46	15.92	22.14	47.91	14.34	18.87
UWBM	20207	rufa	rufa	FE	342	40	56	23	NA	73.04	68.59	76.43	26.96	12.4	8.36	59.78	56.94	9.84	22.22	48.6	5.15	20.01	5.12	23.28	10.24	18.99	16.43	22.79	51.27	13.28	18.49
UWBM	34050	rufa	olympica	FE	NA	NA	NA	NA	NA	70.24	65.46	74.4	26.11	13.48	6.59	56.81	54.95	9.84	20.57	46.68	6.11	18.81	4.57	24.69	9.91	18.91	17.48	21.86	48.06	11.98	18.07
UWBM	34056	rufa	olympica	FE	NA	NA	NA	NA	NA	68.5	64.16	72.03	27.88	13.52	6.34	56.56	55.16	9.04	20.26	45.48	5.92	18.59	4.38	24.03	9.57	18.58	18.36	21.31	48.86	12.45	17.89
UWBM	34059	rufa	olympica	FE	NA	NA	NA	NA	NA	69.27	64.78	72.71	26.41	12.93	6.35	52.75	52.37	9.49	21.01	45.49	5.82	19.43	4.57	23.73	9.49	18.94	16.37	21.83	47.07	12.55	17.11
UWBM	34063	rufa	olympica	FE	NA	NA	NA	NA	NA	72.58	67.85	75.93	28.23	13.17	7.19	57.76	54.35	8.1	22.42	48.88	5.56	19.16	5.51	24.05	9.71	19.46	16.53	21.69	49.83	12.18	18.72
UWBM	34064	rufa	olympica	FE	NA	NA	NA	NA	NA	69.84	65.52	73.64	26.03	11.23	6.55	53.89	52.75	10.35	21.02	46.62	5.78	19.04	5.17	24.79	10.8	18.86	15.81	21.54	47.78	12.29	18.23
